place_id,place_title,gps,rating,date,title,name,review,images,likes,local_guide,label,lat,lng,geometry,sent_neg,sent_neu,sent_pos,sent_compound,sent_label,x_4632,y_4632,x_3857,y_3857
ChIJaTrFFtqxfkcRMOOvoNuWdxk,Ostaria A La Campana,"{'latitude': 45.4361111, 'longitude': 12.3358333}",5,a year ago,,Ashley,A last minute stop looking for an authentic meal. It did not disappoint. Welcomed in and enjoyed a delicious meal. Started with a cheese plate appetizer and a litre of wine. Followed by gnocchi and pesto pasta. We were not rushed and thoroughly enjoyed our meal here.,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38tfIRu9au7ykMpCaiAjt7_sAO8HYFqmvoztsR9iXTel2w78gbxq6h3nyAuKQvoGUZhoseN2Nz5_pJHDqUTk-Spvs4aEFWfaePmLHRmdRzG0bUR2uh_BJjYNLLzklQE-1Vgmd5E', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tzhYaIWjgJCzQ5P3VoTvQBZlGhx8YLJsrb_17x5zd6p_ijYJq7qod-vG7asc4c5EWbxWiG0dlkHhbUv8tl6q2GqqwuJR4vJHE7kBns1dn-DLygGMmUXVhonOuuwdiuC7rEU2nrng']",,TRUE,Resident,45.4361111,12.3358333,POINT (12.3358333 45.4361111),0.073,0.706,0.221,0.863,positive,12.3358333,45.4361111,1373252.7889679924,5690441.051700125
ChIJz5zERzqufkcRfL2aIhSYXoI,Poste Vecie,"{'latitude': 45.4396357, 'longitude': 12.3335931}",5,a month ago,,Laura Pariso,"A local friend recommended this spot to me. It¡¯s tucked away behind a fish market, so it can be a little tricky to find, but once I stepped inside, I instantly loved the atmosphere. I ordered the raw bar platter, it was fresh and beautifully presented, and the squid ink pasta was absolutely delicious.","['https://lh3.googleusercontent.com/geougc-cs/AMBA38tj_LX69FgZ4tUM17-kiP1t7YbqNB8-UEn9AcHqRWFWi-SRl2akTwLd0HVpLok9cg7M5vLZs_QjMAF1nhcc32GYFC-3yMuFbNisXY-SQRzchd7_-48th9swLUBubn2PfNXAiJ6cxu6p1AHL', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tlWEo3RQzjd4OB0L78M6Rgl6_ptizSlUhDF_u2i8WXlEjNg_PxgKWXoEhtCzjmdXbTzJafZ3Z3b_wXIYL6OwiaKqrCEiIhpLUW21e-Dh67eW0a4txcjhUW8ehYu78r5wQkOPLV49s_iJiN', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uT55MEvmBzITS3yxXGFZZ6hhe7pl05BYV8hZ1HNeW0eVZPKfxQDyoryMLek7lMo-vDHlBRTEBe9v-2S4tN2aiWLw0zoBclAl5ImHjDvdVqf8SHUW3QXyQ6-sNqqkDHrgi6JhuexLgUEi4', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uRNc6OOVNAB1jPliVcv5iB1s5t5SHhsmNaN1l31H0Om_F5nijZXybppZLuvG4_QtlJYqum7W47gb8Va-U0U4l3zzHXIfLxvnE6zKBvTaSPkUTR-NSG0TutZwxlPZnFc7jljD4xLySQlfxJ', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tU435ppb1pvuH5OyqkrSyi_sgf9z-oQCx7at6RmSPKkg8bS8Ltk3D3qUdbktZx2zZ3qsfeir-rTXAmaORfrg5FPAvUKs_4Ef-MN3H1HkpUHk9GJ-FtPli3clFw2gxekHYU9Dwaw-bxeEXR', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uuPET_Phoek4RaP17MSGOlEAiaABzLcEk3OMRvIb1R_OWBFQwqn_E2XPN14ZvyZrl16U70Fm4e4-YhRWaix2OaWRKXl8z-0qLW1K_RC8FREWRw38t3jy_wGfswup5q4ICqBu150cUAAAo']",,TRUE,Resident,45.4396357,12.3335931,POINT (12.3335931 45.4396357),0.016,0.667,0.317,0.9725,positive,12.3335931,45.4396357,1373003.3917068054,5691000.258731381
ChIJz5zERzqufkcRfL2aIhSYXoI,Poste Vecie,"{'latitude': 45.4396357, 'longitude': 12.3335931}",4,a month ago,,suleewan sueram,"There is one staff, the food is delicious, and they also have a welcome drink service. They are very kind. The atmosphere in the restaurant is very good, but the entrance is a bit difficult to find because if you are not a local, you probably won't know this restaurant because you have to pass the fish market.","['https://lh3.googleusercontent.com/geougc-cs/AMBA38u8RrNvw9cDG2XRNcJuV8XpbcMcwVk1Ri7mZk_AuKgmsG-mCoAMILAs5SD0d0VoD8MU1FOs--hdA51IRJY0GYluTDVxmY29v6DWfNFR0ek9SzVVPLQCFbgnR_gY0TLA0Sj2OF5HfsiXrk_-', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tA0GhlbQ0ht2QvF9juBwfTtBMdKPfaqOH8Lsb5Ui37WL4MtHYqK2-4_-NAzcscgYJPDrZqbwErFmut7rgsxKWkDDNujmOdTwvU5-ExLvG3lEolWdQAVrAWos_ltea-Eif9XHUW3FrzxnzX', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sFIy5t51FGbKEe1sD8ZQANxMcz0x5Q8J9t6lcGoUTYoYp6kcQpEkMSRn1IGFfHn2F8nVne1hxJS1Eg2QTAykeXZn6B2DGuK7AF1ZJ9GXEqTvUPN61UM8CK4x6n50OVcLIEYathiXvUL6iA', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sjGurIsDk_TbzJVrd1odQCn5iy9ivBL0ZPtiNm-hdMWzx2FQYNv7v_iGXgWq3HyfoVr6IiuHLUMGa5crm7lregIQWIsVHT15A_cigHOtRne7BtPdk8WO_fusN6YYGDGizw88MFGHoEAa0', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38ufrtL-kQGjrhiwEJ50d2pe2r89PYOe3eS8DIJsQ_y4c8VN1nz9j6ObtL_UQTXhWivrO29O7DF_J_bFtNC8UojDey730UR-UjM5pYf5fbVSIwqu_SfwQk2VI0e2JnQHANSpvnTEMJlcR3n3']",,TRUE,Resident,45.4396357,12.3335931,POINT (12.3335931 45.4396357),0.05,0.815,0.135,0.5489,positive,12.3335931,45.4396357,1373003.3917068054,5691000.258731381
ChIJz5zERzqufkcRfL2aIhSYXoI,Poste Vecie,"{'latitude': 45.4396357, 'longitude': 12.3335931}",1,2 months ago,,Maria Norton,"The food was not great - expected fresh Italian seafood and what we got was overpriced chewy lobster. Sat to a really loud table and were moved when complained about it. If you¡¯re thinking about coming here to taste Italian food? I recommend you pick elsewhere! Even after leaving most of our meal, we were still charged full price. At 150, I¡¯d expect much better!",['https://lh3.googleusercontent.com/geougc-cs/AMBA38tVri-1I40YTvb3Wgaz0ThrmeYGoREts26LZ2SFssLbWoq9Ag9Lu3anPb9E_Ppo35uxg4w3AR3UcnvuLBKhZJgYl_Z1qek-evJRTffLozBQc2ThkAZHvkn1t8SN5pusINuawrRHuMeqJsYY'],,TRUE,Resident,45.4396357,12.3335931,POINT (12.3335931 45.4396357),0.112,0.786,0.103,-0.1724,negative,12.3335931,45.4396357,1373003.3917068054,5691000.258731381
ChIJA9tf5O2xfkcRwmk91TVz0wI,Trattoria San Polo,"{'latitude': 45.4373134, 'longitude': 12.330464899999999}",5,a month ago,,Leanne Morrell,"Fabulous service and kept us warm with heaters and blankets during our evening meal!

Risotto was to die for and the whole meal for all was incredible! A must to visit if you come out here!","['https://lh3.googleusercontent.com/geougc-cs/AMBA38vuxqWMCuVvx04zAn5-gLbuvzr6Z9JVL12sZ6a8CeU83OySCqrlU4LgQxVz_gOF3BN4B86yev_gb1JqoydYGFNXUowcxEK0YyqImkIBzGL7LjzAJeDGuAsp282YwDCtF8RCL1UKgYNElKcm', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38ubNBaGuodhJOZCwS22X99dDjvBfINHF4NNdJ3MwPrK4CNZ8pO2FHRhIw_3zOSDbj3aNJRJ1v8-RLQpRqkOdwvqBGSBtK8m8ghspmEsqDmrzdISSz-o6lY9Q2GMQ0NyiO4Obm-EuP8ZATvS']",,TRUE,Resident,45.4373134,12.3304649,POINT (12.330464899999999 45.4373134),0.091,0.766,0.143,0.3129,positive,12.330464899999999,45.4373134,1372655.1307096817,5690631.804601897
ChIJA9tf5O2xfkcRwmk91TVz0wI,Trattoria San Polo,"{'latitude': 45.4373134, 'longitude': 12.330464899999999}",5,3 months ago,,Hannah M,"Food is amazing and reasonably priced. Drinks are fantastic, and the service is incredible. Everyone here is so lovely and make you feel so welcome and they make sure you are having a brilliant time. 10/10 I would definitely recommend.",['https://lh3.googleusercontent.com/geougc-cs/AMBA38tiopRbWgIy2z4KVTHiLYKOUvLK7tURV8reX8bATshC7QRPilSzdr1zuGVdYMRSXM32ZPDGhHKl78Dx8GN9ZaZEEP6wFGydjd56i4959rDCbTB4yCwIZWyef6hpehgtj1IPMzG6aCaFRpH_'],,TRUE,Resident,45.4373134,12.3304649,POINT (12.330464899999999 45.4373134),0.0,0.538,0.462,0.9807,positive,12.330464899999999,45.4373134,1372655.1307096817,5690631.804601897
ChIJdQaKbtuxfkcRXCDnSwvWAZ0,Trattoria Rialto Novo,"{'latitude': 45.438385, 'longitude': 12.3348865}",5,5 months ago,,Amy Childress,"Delicious food, amazing staff, and they made our family celebration a perfect night to remember!

I can¡¯t say enough good things about my experience at Trattoria Rialto Novo. I was visiting Venice to celebrate my daughter¡¯s engagement and was searching for a good restaurant for the celebration dinner for the whole family. I stopped in at Rialto Novo for lunch to check out the menu and atmosphere.  The first thing I appreciated was that the restaurant is just a block away from the crowds - making it quieter and easier to connect and hear each other for a family dinner. When I shared  the situation, Tani and his team jumped in with their ideas  and options and I could see they were committed to make the night special. I visited the restaurant several times before the event to ask more questions and finalize plans and every time I arrived they made me feel welcomed and comfortable.

In the end, they worked within my budget to put together an incredible menu - I think maybe 6 courses?! - consisting of some dishes that are not on the regular restaurant menu that were very special and delicious. Our menu centered around the fresh seafood that they get in each day. But they also accommodated people in our group who were vegetarian or did not like seafood. They helped me work with the flower store just across from the restaurant to create gorgeous flower arrangements for our table.

The main course of the Mediterranean Sea bass might be the most delicious dish I¡¯ve ever had. And the dessert was incredible - I wish I had the recipe. I forgot to take pictures of every course but they were all presented beautifully!

Everything they did exceeded my expectations and I feel so lucky and grateful that I found them.","['https://lh3.googleusercontent.com/geougc-cs/AMBA38tc61X6828Qhs_tg5lC9DIHfr2mG1VbmAkwn2hJx9q9qXJAdmCjkRkNJDB40mqS72CGHK4qK199NgUuaYRD2grE_183a3yIwPHA7BGQYa_EHiZ8nodrC3p0zV7flHRuKVRJeLJzEYtJcX9Q', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tl3zeBJAreEZZS3z32CVWKiVVCUp76_VmQC6uSCVihSpCJLwHS_x1wKsB0yy_V9eeO438Aq0AunSl4ZcRMj0o2kAUUd6zYtYytXGp4gfIa_Z2KAyyZVFnkpJ7qqCAJ4v12e_T5R00RuSv5', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vZdRPjNq23A4aUbfErjm369E5hCinRtFrI2izq8iaRea1g12xA4yoKW32gS8b9IS6ByktUYwGOPB7wb52Igc-83TraBQI0jcVxL9VWZyRN1atLb9Naj2j8azsLFDSx0Rwnx1cQFzZ8mgLR', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38szVWpTwG5l0RzK4cG4mvpov9yslWtzIYMxUkgmsLSkpjNx_He7599tTASau_y61TgpyjdnMQ2yxpUGhKr_B8N9a2s5LoDm7CXzKvGogmGljKK3oBT9BhGiomi9NHhWCKFDW2ua-WJ1Ln0L', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t05fjtdHUD6oxBMydvsSY7vDgTyDc__kfd3y6cXGWsIdRgvOdB-iorg2XhKhywJQrC9k5N4h9OklGMRqCuk46Lc_PUecXiMRfPAAGr0CeUQY-bo5LDHT4VJHYJLwUUdW8tx0Q-TPQCY6eB', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tmCVfPwtPugVcT8wRv6r4JqQ4KkqzZmhGCUvkzZYKfSU_ZOi-rc7Ql1eFsttv7e6dWVokHOwECiglXWAmTmPXKNT1opxfFFH0Avhwf_zCvEH0q1Nk8n5ZUMloCC0QK7ceWxxhHY3EOKIdu']",,TRUE,Resident,45.438385,12.3348865,POINT (12.3348865 45.438385),0.017,0.791,0.192,0.9954,positive,12.3348865,45.438385,1373147.3839738127,5690801.820589364
ChIJdQaKbtuxfkcRXCDnSwvWAZ0,Trattoria Rialto Novo,"{'latitude': 45.438385, 'longitude': 12.3348865}",3,2 months ago,,Mark Johannes,"Food (pizza and salad with house wine) was good. Not exceptional or bad. Service was ok. Not great, and not bad. Atmosphere, could be better(sat in courtyard and had leaves and tree parts all over the table and waiter did not clean or brush off the table when we sat).
I was surprised at the cover charge per person. It is shown on the menu (tiny letters at the bottom). To me, this is a hidden fee to get extra money. I definitely don¡¯t feel like the place deserved an extra 5 euros for the quality and service. If they need the money, put an extra euro on all items.",['https://lh3.googleusercontent.com/geougc-cs/AMBA38swKuLIVitA6K1QaUjEOy4-JAlm3jaeEA_8eDiTpfg-Z4vUnW6vZddwPM5zGrpzYmunNIELcUYYMAnZU1Hksqh6n2wvXh1gvE7RABVYraUa31xgOal-lyXGfYn3NodDjJPcQ7nqHWpnA_w'],,TRUE,Resident,45.438385,12.3348865,POINT (12.3348865 45.438385),0.045,0.826,0.129,0.8539,positive,12.3348865,45.438385,1373147.3839738127,5690801.820589364
ChIJdQaKbtuxfkcRXCDnSwvWAZ0,Trattoria Rialto Novo,"{'latitude': 45.438385, 'longitude': 12.3348865}",5,6 months ago,,Arsen Barbullushi,"Nestled in a quiet corner of the city, is the kind of place that instantly transports you to the heart of Italy. From the warm welcome at the door to the last sip of espresso.

The menu is a love letter to classic Italian cuisine.

The wine list features several regional Italian bottles, and the staff are happy to recommend pairings. Our server, Argent, was knowledgeable and attentive without being overbearing ¡ª the kind of service that elevates a good meal into a memorable one.
I¡¯ll be back again ??",['https://lh3.googleusercontent.com/geougc-cs/AMBA38vnx0JMsHaakJ62-J_rbmrZChbyqTm1xdAABV-fOwqFuOGkG7RwePmk2a0FyjiDTlcBARbAgh_g0A5tbBoDTvaQt8xAoi1I6M7NDqaUcsqMVBVtuBsH8Qch5DnV5OFOHMeM7IHF'],,TRUE,Resident,45.438385,12.3348865,POINT (12.3348865 45.438385),0.0,0.785,0.215,0.9711,positive,12.3348865,45.438385,1373147.3839738127,5690801.820589364
ChIJ2STVa_KxfkcRuSMGAyXWXmY,Osteria Da Noi 2019,"{'latitude': 45.434273399999995, 'longitude': 12.3478522}",5,2 months ago,,Andreea Caprian,"A really nice and quiet place. We found it randomly while looking for somewhere to eat seafood. I ordered pasta with mixed seafood and my partner got octopus. Both were delicious and we finished the night with a homemade tiramisu, I recommend it as well!","['https://lh3.googleusercontent.com/geougc-cs/AMBA38sJs5c3Tyb7NMwdmgD8jFL3VQ4KAK2FNJqyk9PjzxpTwwduq9BsVLGyZUwvkjhTgzQK7hY0M9jtGNGc7tZJdpRzDK5VZ6FSXCVXwEYISN067g31awFuF1DaLOUS_37BVFb-eyLJeBpESP3W', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sYZGpZY6c8ncje6mhXv0rx10N2_2oA6QFxLnFXib8uH7Dd_NaxLV1nNYgNhNPi2CUwpE9XIgMU0pZKc3LAcAf7NDGlHRfH1sQDaZiutQwUmyroR2h-gT5-vHDerY_l9olBRE0T7sXZ8pfr']",,TRUE,Resident,45.4342734,12.3478522,POINT (12.3478522 45.434273399999995),0.0,0.778,0.222,0.893,positive,12.3478522,45.434273399999995,1374590.840820415,5690149.494577403
ChIJ2STVa_KxfkcRuSMGAyXWXmY,Osteria Da Noi 2019,"{'latitude': 45.434273399999995, 'longitude': 12.3478522}",5,5 months ago,,Silvia Cernea,"Initially stopped for the pizza and were a bit sad when they said they don¡¯t have any right now, but WOW are we glad we stuck around! The food was AMAZING! We had the burrata with pea sauce which was fresh and flavorful, followed by the cacio e Pepe ravioli which was perfectly balanced, decadent, and beautifully presented. 10/10",['https://lh3.googleusercontent.com/geougc-cs/AMBA38uIjo8R89_JjKVR0yImTC2m2sMTRL0o-ZSy4GQCSqdBGma-FiFIQ6J3EVLC02aUM76CNmoCjWn4KxVq8gqAdWJTFF5l1ufTNPbrc3K8-nVLhAK2FFHX4WeC48qDrUWBEFJ_hFoz'],,TRUE,Resident,45.4342734,12.3478522,POINT (12.3478522 45.434273399999995),0.069,0.575,0.356,0.9848,positive,12.3478522,45.434273399999995,1374590.840820415,5690149.494577403
ChIJ2STVa_KxfkcRuSMGAyXWXmY,Osteria Da Noi 2019,"{'latitude': 45.434273399999995, 'longitude': 12.3478522}",5,4 months ago,,Darla Squeo,A must go! Delicious Italian food.  Best Tiramisu to date and the presentation of the food was impeccable.   Clean    Staff was the best     So friendly and welcoming.  Stole a piece of my heart and stomach.     Will come back for sure,['https://lh3.googleusercontent.com/geougc-cs/AMBA38t7Yw8pIrCsMqZxFVSkMpLecowXfZXUxSiVQIZt9Xse-oC_C8ev3NfOygVUfcT_PAIWbIdFk_skyIxJccQKRntidyvA50m6uBhczgWL-xF2LhG31oxLZw-hro44nmPQn5fjzJERWWyX8BI'],,TRUE,Resident,45.4342734,12.3478522,POINT (12.3478522 45.434273399999995),0.0,0.526,0.474,0.9832,positive,12.3478522,45.434273399999995,1374590.840820415,5690149.494577403
ChIJ2STVa_KxfkcRuSMGAyXWXmY,Osteria Da Noi 2019,"{'latitude': 45.434273399999995, 'longitude': 12.3478522}",5,3 months ago,,Aaliyah Su,"We loved everything we ordered, but the clam risotto was the highlight, rich flavor with a touch of lemon, kept it really fresh. Cozy place with friendly service, would definitely come back!",['https://lh3.googleusercontent.com/geougc-cs/AMBA38tmcD5OMyktvy1oO6FiFyhM597SyKVawgM7aPCRINQq_TnWZ7WnsXBlL8gLnlghof7xIDS5FGr_FOE7WkXRYK3PGgvf1g5JODinbEaTZMeZfeo7vcE6MuMgApIUGJ8CPaUWXy-dxn__5dE'],,TRUE,Resident,45.4342734,12.3478522,POINT (12.3478522 45.434273399999995),0.0,0.542,0.458,0.9719,positive,12.3478522,45.434273399999995,1374590.840820415,5690149.494577403
ChIJ2STVa_KxfkcRuSMGAyXWXmY,Osteria Da Noi 2019,"{'latitude': 45.434273399999995, 'longitude': 12.3478522}",5,4 months ago,,§À§Ý§ñ §®§Ö§Ý§î§ß§Ú§Ü,It was the most delicious tiramisu in my life. The pasta with seafood was also great. The salad with avocado was tasty and the portion was average.,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38ugmW_8G9eduLL-zPmFVImK1IiUIUL0WoEvKOpolQnCWqtnMuGIxfHblmvFDokhYU7QeqUUNsWnb2oThWV4JQ7y9Qrxl93ZDyeYr8o2FocZE5nqqyMLwM98TOdlmNs06NS4zB12uAZ9F7Sy', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tSOuyiJ-BZ5LCdjmCtCeEqdNkKeolWg_QznnL0ViBVvukdEZd8LGUB4iJUEKt-Ven01VlHYZXRk6qbATASC7ObHAm17jhNPeROaoD_3_2JplGVO1EmX2YtWwp0GmtnjUxkQjZWDqVc8JVi']",,TRUE,Resident,45.4342734,12.3478522,POINT (12.3478522 45.434273399999995),0.0,0.755,0.245,0.8439,positive,12.3478522,45.434273399999995,1374590.840820415,5690149.494577403
ChIJ30OM4cCxfkcRhhW2TOfXnWA,La Lista Venezia,"{'latitude': 45.4426324, 'longitude': 12.3241774}",4,a month ago,,Dennis Diaz,"We had an awesome meal at La Lista! The Diavolissima pizza was delicious ¡ª just the right amount of spiciness with amazing flavor. The French fries were perfectly hot and crunchy, and the bruschetta was full of flavor with warm, toasty bread that made it extra satisfying. Everything tasted fresh and well-prepared. Definitely a great spot for a tasty, casual meal!",['https://lh3.googleusercontent.com/geougc-cs/AMBA38vHSM40FfYusto5WIwU9McgHsw9oCm4t7kvR2JyRpY1o8_vSjqF0_YN1SE81BtoyIr86Wk3EbECGYtcfrmIEByENfP7JSSLbCpN1hK2Uo9Ob8XhhX3ombq6_fULWKWoYMVNLm0Hw2oAQb4'],,TRUE,Resident,45.4426324,12.3241774,POINT (12.3241774 45.4426324),0.0,0.613,0.387,0.9851,positive,12.3241774,45.4426324,1371955.1523724915,5691475.740717406
ChIJj24las6xfkcRHzEXMmBcbno,Agli Alboretti Venice Restaurant,"{'latitude': 45.430625299999996, 'longitude': 12.328451}",5,2 months ago,,Nat K,"A must try when you are in venice , worth every penny you are going to pay , the food quality is amazing , it is so delicious and very well cooked .
The place is cozy and the people there are very hospitable and professional.
I had my birthday celebration there and it is an unforgettable one .","['https://lh3.googleusercontent.com/geougc-cs/AMBA38ugIgV5PYwwkhAC_flyMHr_E0Te5arrT7jcyrv8Fp2fliy0kUjkehNRqkHkPnPhlBsvpujIpEDYcDFsLUftIQ8UeVWGeL8_b7hNEMY0NTfa5AsBk2qydC2uEP9rSsP1kEshmSgrZ5szJMA9', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tMyu7zYga2lezKJ7jFWMniWTGKG4PltTi-h0kt0KMrpr-NPf71_0-q-OROpIKAKVJqMaWHzvL6xhz22oJoXh0UfH6p6BbJSZZYD20gYU1EdZzwGXTnEsU5IPFHOKlYpXpy0y_M_R6Uusw', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38sfqqdxgxwS7XZvG77PeK6b7DlS4Rf3mR3z0efgSTHupLdJLNudxvBdununmj6R0TDmb_jgOkRT3-nOtVGQ3AEAHcvanW3YcxNdS10eq3f7RzfQmfUVjckCQ5z0MS9DvJFLU77k7wPOl2CC', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38udAyB3AW0hQmm5lW1lj4CnjxAHK_0Vw4QnQagWIGYnUVWYf7JVkK_z8XzvAxC6yCGPZTJ15uVDgN8_YfRqlFiCSHGspICNXKlwtBcTWWXH6IscS3sH8KuSfCC_6D-PlvVsqykHLkWKyRPy']",,TRUE,Resident,45.4306253,12.328451,POINT (12.328451 45.430625299999996),0.021,0.791,0.188,0.9088,positive,12.328451,45.430625299999996,1372430.9210737646,5689570.758130004
ChIJj24las6xfkcRHzEXMmBcbno,Agli Alboretti Venice Restaurant,"{'latitude': 45.430625299999996, 'longitude': 12.328451}",5,a month ago,,Ben King,"Wonderful food, decent price, attentive service. Really enjoyed our dining experience. The mixed fried seafood and the ravioli were the highlights.","['https://lh3.googleusercontent.com/geougc-cs/AMBA38uDb75UM50-QHX64UhbX_Vu448UIv2OIMc8Tz9wt4PH6yCGFMhI6R43kq3j7yeJoDNYFa36--fIT8aGvB74pIMMEQXYlvbZ5HT7SlULTGRIoAAvqWqvw2ArIuWmxiC5w7RScfbHnjum-cI', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38t9qAm4ESfT3PnShdUpdudbHIglq95N_CHoVIU2ykKXYHmqgiLQbaHF2XpI71UTbczsdr5hgVcmt80ZcBqP2_E8sOdG1dcU7_uB8NmZDYBz4LIedbeQr5zglXEQDKLWn8p8zmjQNxTU8kqe', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uiwQ1_xo2ZPvQ-gl_AF0rGyyrsaljzGB5sXGKgd0ibQNBFw2fVV8kFdReF5YOyfSNaORK-TaRPSysxzA0gMDrDyGf__nWG1h04nqzulkJi5cUtnRDuWY6HnWSZtVArItStZ-7Vlcej9wNy', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38svY1xjtSazHaYyaaqAv-0sSddSQs88CJInm3XZcpV5oYGvJJYzV8UwQuDU5MzxWihX7etdO4xj7Pm4hLOvTkVtjpY9QYzTRJuyCHKgeci2iqmCFh0yWLwf9GRq1c7Jln-s1f2jgkbN1uqw']",,TRUE,Resident,45.4306253,12.328451,POINT (12.328451 45.430625299999996),0.0,0.723,0.277,0.807,positive,12.328451,45.430625299999996,1372430.9210737646,5689570.758130004
ChIJj24las6xfkcRHzEXMmBcbno,Agli Alboretti Venice Restaurant,"{'latitude': 45.430625299999996, 'longitude': 12.328451}",5,3 months ago,,Anna Askins-Dunn,My first sip of wine in Italy! The service was fantastic. We ordered the seafood risotto (a must in Venice) and the spinach ravioli. Both were delicious- large portions appropriate for the price! We went for an early dinner and was very easy to find a table outside.,"['https://lh3.googleusercontent.com/geougc-cs/AMBA38vo2S95tYFJ5fzzPld-GwmTFhDN_QlFnHW5jpN63wz66t00nlq5r8Dr4enzWeZcZYK2TA5mwo-JkZRQCsY5Okab1Tdla42AhL34Mnz8gl_vjhJ4QGN9eLPnQ8ncyPgtvY3GFbQbQAsRQWuH', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38tFtelPOCJ1LXFcA0ewDmGj9EehfF_O8-7OT_VAF2Ur0lQ9ZIdAvRwnkcDySAmR6VwRyfh_eMftncC6edCkT_TTuKPXVagiy9PNn4JczX-KRlwmAIkIHI5buenkKPi9yk98u0v8e77rE2Zy']",,TRUE,Resident,45.4306253,12.328451,POINT (12.328451 45.430625299999996),0.0,0.802,0.198,0.9017,positive,12.328451,45.430625299999996,1372430.9210737646,5689570.758130004
ChIJj24las6xfkcRHzEXMmBcbno,Agli Alboretti Venice Restaurant,"{'latitude': 45.430625299999996, 'longitude': 12.328451}",5,6 months ago,,Antlers McDoogle,"Alboretti was highly recommended by our boutique hotel manager as one of the few authentic Italian restaurants left in Venice.  He was not wrong!  The experience was an absolute delight!  The dining patio garden in the back is very romantic and a wonderful place for a very memorable dinning experience.  Our dinner concierge was a true delight with excellent recommendations, especially on the vino ??
We had the seafood risotto and everything was so exquisite we bought a bottle of the wine to enjoy at our hotel and came back our last night to end our stay in Venice on a definite high note ??
And yes, my shrimp was eyeing my wine and enjoying the atmosphere ??","['https://lh3.googleusercontent.com/geougc-cs/AMBA38trMIj9ZvO5fBaRFUlYqFCgfdHB2K8itHbO2NvSuj2IaW6eNzyVRUr5YJwSQhPxRfIgweDG6BM_8kdl5qRGso4n9KjtAc_QgcuvGQYQi7dvqKQegeyxF40v9hXCm09vaF4Z4b_pYA', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38uYGh0F6Q7vVfKSz4rzgGtsxIBkq0JCJaK_c14Ht4gc6DVh0hyqYZsm-A5Ei-sw_etHKaRTUhm9Jx5ERSqc_QZhAO35QaL5vQyi3KGKY3nFkLjTz-K7LFa06AIhr65OMPHJyvM', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38v61EB1PJ2-6Uxn7S0X2zjl4qzzPVJNLGqtgFEImm7BYGxoyZiDo09oO3anr-DqMLVypVEKKi_ZIOA1Sm42Q9HqBhiKqdOzk0KYIpOsy-t3gtNNpXTzSyBNzUUr5bhiqT6TvJU', 'https://lh3.googleusercontent.com/geougc-cs/AMBA38vC0DY-4fbrPEl93UZ4k9RBeYdcqBPBtPs_cffwag_kFrtsnP18WwJw4bsE3tD_fn1KZ2q0X_9yLqojfyTmhYKrt_U7QFUJCzxeYQk2pDT1KheUheEL6qzKyB4xizc6HfoiPtmo']",,TRUE,Resident,45.4306253,12.328451,POINT (12.328451 45.430625299999996),0.0,0.733,0.267,0.9896,positive,12.328451,45.430625299999996,1372430.9210737646,5689570.758130004
